V1	V2
isogroup7108	GO:0016020
isogroup7109	GO:0003677;GO:0004003;GO:0005524;GO:0006281
isogroup7113	GO:0000785;GO:0003677;GO:0005634;GO:0006355
isogroup7116	GO:0017150
isogroup7117	GO:0003677;GO:0005634;GO:0006355
isogroup7119	GO:0005515;GO:0005737;GO:0003677;GO:0005634;GO:0006355;GO:0010992
isogroup712	GO:0004499
isogroup7121	GO:0005215;GO:0006810;GO:0016021
isogroup7123	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup7124	GO:0005230;GO:0006811;GO:0016021;GO:0045211;GO:0006810;GO:0016020;GO:0015464
isogroup7129	GO:0004618;GO:0006096
isogroup7131	GO:0005634;GO:0006352;GO:0016986;GO:0003677;GO:0003700;GO:0051090;GO:0016251;GO:0040029;GO:0016570
isogroup7132	GO:0003676;GO:0005524;GO:0008026;GO:0003824;GO:0008152;GO:0004334
isogroup7135	GO:0016787;GO:0003993
isogroup7137	GO:0016020;GO:0050178
isogroup7139	GO:0003677;GO:0003702;GO:0005634;GO:0005669;GO:0006355;GO:0006367;GO:0006366
isogroup7140	GO:0005509;GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup7141	GO:0003867;GO:0047298
isogroup7143	GO:0005279;GO:0006865;GO:0016020
isogroup7144	GO:0004437;GO:0004441
isogroup7145	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup7146	GO:0005488;GO:0006810;GO:0016020;GO:0005743;GO:0005310
isogroup7147	GO:0005975;GO:0004370
isogroup7148	GO:0005509;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357
isogroup7149	GO:0004721;GO:0006470;GO:0004725;GO:0004722;GO:0008138;GO:0016314;GO:0051800
isogroup715	GO:0007154;GO:0016021;GO:0005432;GO:0006816;GO:0016020
isogroup7150	GO:0003676
isogroup7151	GO:0007155;GO:0002226;GO:0042381
isogroup7152	GO:0007269;GO:0008021
isogroup7153	GO:0003676;GO:0005634;GO:0008270
isogroup7156	GO:0004197;GO:0006508;GO:0008270;GO:0016491;GO:0003960
isogroup7157	GO:0003847
isogroup7158	GO:0003824;GO:0008152
isogroup716	GO:0004623;GO:0005509;GO:0016042
isogroup7163	GO:0003840
isogroup7165	GO:0004289;GO:0006508;GO:0000166;GO:0017111
isogroup7166	GO:0009058;GO:0016847;GO:0016769;GO:0004838;GO:0009072;GO:0006519;GO:0008483
isogroup7170	GO:0003677;GO:0006306;GO:0003886;GO:0040029
isogroup7171	GO:0005737;GO:0006817
isogroup7172	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup7176	GO:0005515;GO:0005524;GO:0044267;GO:0003763
isogroup7179	GO:0003824;GO:0006629;GO:0016789;GO:0004806;GO:0004771
isogroup7180	GO:0016853;GO:0005783;GO:0005489;GO:0006118;GO:0003756
isogroup7184	GO:0031419
isogroup7185	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup7189	GO:0008898;GO:0047150
isogroup7190	GO:0005515;GO:0003774;GO:0005200;GO:0005884
isogroup7191	GO:0016021;GO:0003865;GO:0047751
isogroup7192	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004709
isogroup7193	GO:0004221;GO:0007268;GO:0048167;GO:0040029;GO:0016570
isogroup7197	GO:0001584;GO:0007186;GO:0016021
isogroup7198	GO:0004888;GO:0007275;GO:0016020;GO:0004926;GO:0007166;GO:0004930
isogroup7199	GO:0006457;GO:0031072;GO:0051082
isogroup720	GO:0005087;GO:0017112;GO:0030676;GO:0043539
isogroup7200	GO:0000139;GO:0003827;GO:0006487
isogroup7202	GO:0005509
isogroup7205	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup7208	GO:0003684;GO:0005524;GO:0006281;GO:0006310;GO:0008094
isogroup7209	GO:0004890;GO:0005216;GO:0006811;GO:0016020;GO:0005230;GO:0016021;GO:0045211;GO:0030594;GO:0006810
isogroup721	GO:0007218;GO:0016020;GO:0016021;GO:0005261;GO:0006812;GO:0005509;GO:0005216;GO:0006811;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup7210	GO:0047420
isogroup7211	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup7214	GO:0004144
isogroup7219	GO:0016706;GO:0019538
isogroup722	GO:0003677;GO:0005622
isogroup7222	GO:0005524;GO:0008026;GO:0003676;GO:0004386
isogroup7231	GO:0005089
isogroup7232	GO:0006886;GO:0016021
isogroup7233	GO:0004672;GO:0005524;GO:0006468
isogroup7234	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup7237	GO:0008732;GO:0016832;GO:0018802
isogroup7238	GO:0004182;GO:0006508
isogroup724	GO:0005319;GO:0006869
isogroup7240	GO:0009383;GO:0006412;GO:0051301
isogroup7241	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
isogroup7243	GO:0000074;GO:0006368
isogroup7244	GO:0007155
isogroup7247	GO:0006457;GO:0003755;GO:0004600;GO:0030051;GO:0042027;GO:0005528
isogroup7249	GO:0016020
isogroup7254	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003677;GO:0006355;GO:0006508;GO:0008234
isogroup7255	GO:0004888;GO:0007275;GO:0016020
isogroup7257	GO:0004516
isogroup726	GO:0005279;GO:0006865;GO:0016020;GO:0006810;GO:0008511
isogroup7260	GO:0046872
isogroup7262	GO:0016706;GO:0019538;GO:0004656;GO:0016222
isogroup7263	GO:0001584;GO:0007186;GO:0016021
isogroup7265	GO:0006807;GO:0016810;GO:0017159
isogroup7266	GO:0005509;GO:0004723
isogroup7267	GO:0005576
isogroup7268	GO:0003677;GO:0005634;GO:0005509;GO:0006355
isogroup7269	GO:0005164;GO:0006955;GO:0016020;GO:0005737;GO:0006817
isogroup727	GO:0005201;GO:0005581;GO:0005310
isogroup7270	GO:0004889;GO:0005216;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0005230;GO:0006810;GO:0015464
isogroup7273	GO:0004872;GO:0009719;GO:0005164;GO:0033209
isogroup7275	GO:0008840
isogroup7276	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0008766;GO:0016881;GO:0018169;GO:0010992
isogroup7277	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup7279	GO:0003677;GO:0005663;GO:0006260;GO:0000166;GO:0017111;GO:0005524;GO:0003887;GO:0003889;GO:0003890;GO:0003891;GO:0003893;GO:0003894;GO:0003895;GO:0015999;GO:0016000;GO:0016448;GO:0016449;GO:0016450;GO:0016451;GO:0016452;GO:0019984
isogroup7281	GO:0016020
isogroup7283	GO:0005515;GO:0005524;GO:0044267
isogroup7287	GO:0005215;GO:0006810;GO:0016021
isogroup7292	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup7293	GO:0004418;GO:0006779
isogroup7294	GO:0004194;GO:0006508;GO:0004190
isogroup7295	GO:0003824;GO:0005506
isogroup7299	GO:0016020;GO:0004295;GO:0006508;GO:0004263
isogroup73	GO:0005198
isogroup7302	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup7303	GO:0000166;GO:0017111;GO:0005524;GO:0005634;GO:0008722;GO:0000810;GO:0004787;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177
isogroup7306	GO:0003824
isogroup7308	GO:0003700;GO:0005634;GO:0006355
isogroup7312	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0006950;GO:0033554;GO:0010992
isogroup7313	GO:0003677;GO:0003700;GO:0005634;GO:0006355
isogroup7314	GO:0005267;GO:0006813;GO:0016020;GO:0005216;GO:0006811;GO:0007600
isogroup7315	GO:0005634;GO:0016481;GO:0016564;GO:0004535
isogroup7317	GO:0005634;GO:0005732;GO:0006397;GO:0030529
isogroup7318	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0004190;GO:0006508;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup732	GO:0004601;GO:0004447
isogroup7320	GO:0005215;GO:0006810;GO:0016020;GO:0015250
isogroup7321	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup7323	GO:0005509
isogroup7325	GO:0004182;GO:0006508
isogroup7326	GO:0005515
isogroup7328	GO:0008289
isogroup7329	GO:0003993
isogroup733	GO:0005085;GO:0007242;GO:0005089
isogroup7330	GO:0008152;GO:0016491;GO:0004745
isogroup7331	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0006914
isogroup7332	GO:0005529;GO:0003872
isogroup7333	GO:0005509;GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup7334	GO:0005179;GO:0005576;GO:0016491;GO:0006636;GO:0016020;GO:0016717;GO:0016213
isogroup7336	GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0003924;GO:0003925
isogroup7348	GO:0004861;GO:0005634;GO:0007050
isogroup7349	GO:0005201;GO:0005581
isogroup735	GO:0005515
isogroup7351	GO:0003977
isogroup7354	GO:0015520;GO:0015904;GO:0016021;GO:0005215;GO:0006810
isogroup7355	GO:0005279;GO:0006865;GO:0016020
isogroup7357	GO:0008250
isogroup7358	GO:0008270
isogroup7363	GO:0008091
isogroup7364	GO:0047874
isogroup7365	GO:0009982
isogroup7369	GO:0008430
isogroup737	GO:0003676
isogroup7370	GO:0009058;GO:0016769;GO:0004021
isogroup7371	GO:0018024;GO:0040029;GO:0016570
isogroup7377	GO:0005515
isogroup7379	GO:0003676;GO:0005622;GO:0008408
isogroup738	GO:0004866;GO:0002226;GO:0009682
isogroup7382	GO:0003676;GO:0005622;GO:0008408
isogroup7387	GO:0004114;GO:0007165
isogroup739	GO:0005509;GO:0005515;GO:0016011
isogroup7390	GO:0006952;GO:0042829;GO:0004623;GO:0005509;GO:0016042;GO:0000160;GO:0003677;GO:0006355
isogroup7391	GO:0003677;GO:0005677;GO:0006342;GO:0006355;GO:0017136
isogroup7393	GO:0005515;GO:0005524;GO:0044267
isogroup7394	GO:0009116;GO:0004749
isogroup7399	GO:0005524;GO:0015986;GO:0016469;GO:0046933;GO:0046961
isogroup7400	GO:0005622;GO:0006396;GO:0000398;GO:0005634
isogroup7404	GO:0045552
isogroup7407	GO:0004040;GO:0016884;GO:0017068;GO:0050566;GO:0050567
isogroup7410	GO:0005554
isogroup7411	GO:0005215;GO:0006810;GO:0016021
isogroup7412	GO:0008152;GO:0008484;GO:0004773;GO:0043890
isogroup7413	GO:0003824;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357;GO:0004722
isogroup7415	GO:0005529
isogroup742	GO:0004383
isogroup7420	GO:0005509;GO:0016787;GO:0017018
isogroup7421	GO:0005351;GO:0008643;GO:0016020;GO:0005215;GO:0006810;GO:0016021;GO:0008733;GO:0005355
isogroup7423	GO:0003676
isogroup7428	GO:0005509;GO:0030173;GO:0031014
isogroup7431	GO:0004197;GO:0006508;GO:0008270;GO:0016491;GO:0003960
isogroup7435	GO:0004558;GO:0004339
isogroup7442	GO:0005525;GO:0007049;GO:0005524;GO:0051301
isogroup7443	GO:0004175;GO:0005839;GO:0006511;GO:0004298;GO:0004299;GO:0030163;GO:0043248
isogroup7445	GO:0003700;GO:0005634;GO:0006355
isogroup7447	GO:0008152;GO:0016740;GO:0004314
isogroup745	GO:0004087
isogroup7451	GO:0004298;GO:0004299;GO:0030163;GO:0043248
isogroup7453	GO:0016020;GO:0006886;GO:0008565
isogroup7455	GO:0005261;GO:0006812;GO:0016020;GO:0005262;GO:0006816;GO:0005216;GO:0006811;GO:0007600
isogroup7456	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000166;GO:0017111;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup7457	GO:0001584;GO:0007186;GO:0016021
isogroup7462	GO:0003755
isogroup7463	GO:0004872
isogroup7464	GO:0043334
isogroup7467	GO:0004872;GO:0009719;GO:0005164;GO:0033209
isogroup7468	GO:0005215;GO:0006810;GO:0016021
isogroup747	GO:0005509;GO:0005198;GO:0007155
isogroup7471	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup7473	GO:0006118;GO:0004497;GO:0004499
isogroup7474	GO:0003700;GO:0005634;GO:0006355
isogroup7476	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup7477	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup7479	GO:0005515;GO:0003774;GO:0005200;GO:0005884
isogroup748	GO:0005201;GO:0005581
isogroup7484	GO:0005279;GO:0006865;GO:0016020;GO:0006810
isogroup7487	GO:0008152;GO:0016491
isogroup7488	GO:0005215;GO:0006810;GO:0016020;GO:0015250
isogroup7489	GO:0003676
isogroup7490	GO:0006092;GO:0046912
isogroup7493	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup7494	GO:0004835;GO:0006464
isogroup7496	GO:0003824;GO:0008152;GO:0005524;GO:0006003;GO:0003873;GO:0004331
isogroup7497	GO:0004558;GO:0004339
isogroup750	GO:0008137;GO:0042773;GO:0003954;GO:0004129;GO:0006950;GO:0006979;GO:0034599
isogroup7500	GO:0003840
isogroup7501	GO:0006520;GO:0004123
isogroup7506	GO:0005215;GO:0006857;GO:0016020
isogroup751	GO:0008570
isogroup7513	GO:0000785;GO:0003677;GO:0005634;GO:0006355
isogroup7515	GO:0009116;GO:0016740;GO:0003999;GO:0006168
isogroup7516	GO:0004021
isogroup7517	GO:0004295;GO:0006508;GO:0004263;GO:0008236;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup7519	GO:0006508;GO:0008237;GO:0008270
isogroup7520	GO:0004478;GO:0005524;GO:0006730;GO:0048269;GO:0048270
isogroup7523	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup7528	GO:0000151;GO:0004842;GO:0008270;GO:0016567
isogroup7529	GO:0005509
isogroup753	GO:0003677;GO:0003899;GO:0005634;GO:0006350;GO:0003900;GO:0003901;GO:0003902
isogroup7534	GO:0004175;GO:0005839;GO:0006511;GO:0004298;GO:0004299;GO:0030163;GO:0043248
isogroup7535	GO:0000139;GO:0003827;GO:0006487
isogroup7536	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup7537	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
isogroup7538	GO:0008270
isogroup754	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup7540	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0006259
isogroup7541	GO:0008757;GO:0008168;GO:0009108;GO:0000179;GO:0003880;GO:0008169;GO:0008170;GO:0008171;GO:0008172;GO:0008173;GO:0008174;GO:0008175;GO:0008276;GO:0008326;GO:0008425;GO:0008649;GO:0008650;GO:0009008;GO:0009383;GO:0016205;GO:0016273;GO:0016274;GO:0016278;GO:0016279;GO:0016300;GO:0016423;GO:0016424;GO:0016426;GO:0016427;GO:0016431;GO:0016433;GO:0016434;GO:0016435;GO:0016436;GO:0018423;GO:0018707;GO:0019702;GO:0030792
isogroup7543	GO:0008757;GO:0000179;GO:0003880;GO:0008168;GO:0008169;GO:0008170;GO:0008171;GO:0008172;GO:0008173;GO:0008174;GO:0008175;GO:0008276;GO:0008326;GO:0008425;GO:0008649;GO:0008650;GO:0009008;GO:0009383;GO:0016205;GO:0016273;GO:0016274;GO:0016278;GO:0016279;GO:0016300;GO:0016423;GO:0016424;GO:0016426;GO:0016427;GO:0016431;GO:0016433;GO:0016434;GO:0016435;GO:0016436;GO:0018423;GO:0018707;GO:0019702;GO:0030792
isogroup7546	GO:0003676;GO:0005622
isogroup7547	GO:0005515
isogroup7548	GO:0005524;GO:0006139;GO:0016773;GO:0008137;GO:0003954
isogroup7549	GO:0005515;GO:0005524;GO:0044267
isogroup755	GO:0003677;GO:0006355
isogroup7553	GO:0015019
isogroup7554	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup756	GO:0005201;GO:0005581
isogroup7565	GO:0008415;GO:0004095
isogroup7566	GO:0047756
isogroup7570	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup7572	GO:0008318;GO:0018346;GO:0005634
isogroup7573	GO:0018112
isogroup7574	GO:0000785;GO:0003682;GO:0005634;GO:0006333
isogroup7575	GO:0003676
isogroup7576	GO:0003893
isogroup7578	GO:0005215;GO:0006810;GO:0016021;GO:0008517;GO:0015232
isogroup7579	GO:0007242
isogroup758	GO:0003676;GO:0008853;GO:0010992
isogroup7584	GO:0003676;GO:0008853;GO:0010992
isogroup7589	GO:0005375;GO:0006825;GO:0016021
isogroup7593	GO:0003824;GO:0008152;GO:0006118;GO:0031177;GO:0004043;GO:0005949
isogroup7595	GO:0004800
isogroup7598	GO:0005272;GO:0006814;GO:0016020;GO:0015280;GO:0007600
isogroup7599	GO:0003743;GO:0005525;GO:0005851;GO:0006413;GO:0006412
isogroup7602	GO:0005215;GO:0006810;GO:0010992
isogroup7604	GO:0006470;GO:0008138;GO:0004721
isogroup7605	GO:0004295;GO:0006508;GO:0004263
isogroup7607	GO:0005328;GO:0005887;GO:0006836;GO:0016020;GO:0003676;GO:0005332;GO:0007268
isogroup761	GO:0003676;GO:0006350;GO:0006952
isogroup7612	GO:0008460
isogroup7613	GO:0008152;GO:0016491
isogroup7614	GO:0006464;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup7615	GO:0006457;GO:0003755;GO:0004600;GO:0030051;GO:0042027;GO:0005528
isogroup7617	GO:0001584;GO:0007186;GO:0016021;GO:0016491;GO:0004995;GO:0005886
isogroup7618	GO:0006364;GO:0030688
isogroup7619	GO:0016020
isogroup762	GO:0004294
isogroup7620	GO:0008460;GO:0048040
isogroup7624	GO:0005515;GO:0005622;GO:0042981;GO:0006915;GO:1900119
isogroup7627	GO:0019135
isogroup7628	GO:0006118;GO:0016491;GO:0050660;GO:0015036;GO:0005489;GO:0045454;GO:0005737;GO:0016654;GO:0004362;GO:0006950;GO:0006979
isogroup7629	GO:0004672;GO:0005524;GO:0006468
isogroup763	GO:0005001
isogroup7630	GO:0005528
isogroup7632	GO:0006811;GO:0016020;GO:0030594;GO:0005230;GO:0016021;GO:0045211;GO:0006810;GO:0015464
isogroup7635	GO:0005554;GO:0005783
isogroup764	GO:0005215;GO:0006810;GO:0003677;GO:0006355
isogroup7640	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004709
isogroup7642	GO:0008152;GO:0016491;GO:0004745
isogroup7643	GO:0003677;GO:0006310;GO:0015074
isogroup7645	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup7647	GO:0005489;GO:0005506;GO:0006118;GO:0006099;GO:0016491;GO:0008177
isogroup7648	GO:0005488;GO:0006810;GO:0016020;GO:0005743;GO:0015207
isogroup7650	GO:0005215;GO:0006810;GO:0005279;GO:0006865;GO:0016020
isogroup7652	GO:0005215;GO:0006810;GO:0016020;GO:0015250
isogroup7654	GO:0001584;GO:0007186;GO:0016021
isogroup7655	GO:0005509;GO:0007156;GO:0016020
isogroup7657	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup7660	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0003899;GO:0007268
isogroup7661	GO:0007165;GO:0007242
isogroup7663	GO:0003677;GO:0003700;GO:0005634;GO:0006355
isogroup7664	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup7665	GO:0004222;GO:0006508;GO:0004249;GO:0008133;GO:0008319;GO:0030402
isogroup7666	GO:0007155;GO:0005529;GO:0002226;GO:0001867
isogroup7670	GO:0000166;GO:0017111
isogroup7672	GO:0003676;GO:0005634;GO:0008270
isogroup7673	GO:0004096;GO:0006118;GO:0006979;GO:0006950
isogroup7677	GO:0003676;GO:0010992
isogroup7678	GO:0004040;GO:0016884;GO:0017068;GO:0050566;GO:0050567
isogroup7679	GO:0004888;GO:0007275;GO:0016020
isogroup768	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup7682	GO:0006508;GO:0008235;GO:0008233;GO:0004251;GO:0016805
isogroup7685	GO:0003840
isogroup7687	GO:0003956;GO:0006471
isogroup7688	GO:0005085;GO:0007264;GO:0007242;GO:0005089
isogroup7691	GO:0005272;GO:0006814;GO:0016020;GO:0015280;GO:0007600
isogroup7692	GO:0003700;GO:0005634;GO:0006355;GO:0003677;GO:0008270
isogroup7694	GO:0003912;GO:0003677;GO:0003890;GO:0006260;GO:0006281;GO:0003887
isogroup7699	GO:0003700;GO:0005634;GO:0006355;GO:0003677;GO:0007275
isogroup77	GO:0005044;GO:0016020;GO:0004720;GO:0005507;GO:0015922;GO:0016641
isogroup770	GO:0004287
isogroup7705	GO:0008152;GO:0016836;GO:0016829;GO:0003723;GO:0003994;GO:0005506;GO:0006950;GO:0006979;GO:0034599;GO:0006412
isogroup7706	GO:0008253;GO:0017175
isogroup7707	GO:0005279;GO:0006865;GO:0016020
isogroup771	GO:0047611;GO:0004407;GO:0040029;GO:0016570
isogroup7710	GO:0016051;GO:0016758;GO:0008466
isogroup7711	GO:0003824;GO:0006725;GO:0016787;GO:0047372
isogroup7714	GO:0016020;GO:0051739;GO:0008519;GO:0030506
isogroup7717	GO:0005215;GO:0006810;GO:0016021
isogroup7718	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0002226;GO:0001867
isogroup772	GO:0003676;GO:0005622
isogroup7720	GO:0005179;GO:0005576;GO:0016491;GO:0006636;GO:0016020;GO:0016717;GO:0016213
isogroup7723	GO:0005737;GO:0006817
isogroup7724	GO:0004348;GO:0005764;GO:0006665;GO:0007040
isogroup7725	GO:0006118;GO:0004497;GO:0047749
isogroup7726	GO:0005525;GO:0007264;GO:0015031;GO:0006886
isogroup7727	GO:0000074;GO:0006368
isogroup7728	GO:0005524;GO:0005783;GO:0051085
isogroup773	GO:0016020;GO:0005509;GO:0005215;GO:0006810
isogroup7730	GO:0003676;GO:0003723
isogroup7733	GO:0005737;GO:0006817
isogroup7736	GO:0006606;GO:0006886;GO:0008565
isogroup7739	GO:0003847
isogroup7741	GO:0008083;GO:0005576
isogroup7743	GO:0005215;GO:0006810;GO:0016020;GO:0005412
isogroup7745	GO:0005622;GO:0006810
isogroup7746	GO:0004558;GO:0004339
isogroup7747	GO:0000059;GO:0005634;GO:0005643;GO:0005737;GO:0008565
isogroup7748	GO:0004871;GO:0007186;GO:0005525
isogroup7749	GO:0006118;GO:0016491;GO:0008734;GO:0015922
isogroup775	GO:0003677;GO:0004518;GO:0003697;GO:0004519;GO:0005634;GO:0006289;GO:0006281;GO:0008852
isogroup7756	GO:0001584;GO:0007186;GO:0016021
isogroup7759	GO:0008898;GO:0047150
isogroup776	GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup7760	GO:0008270;GO:0016491;GO:0003960;GO:0047522
isogroup7761	GO:0005634;GO:0045449
isogroup7762	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup7765	GO:0003924;GO:0005525;GO:0006955
isogroup7766	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0005489;GO:0006118;GO:0009719;GO:0005164;GO:0033209;GO:0010992
isogroup7767	GO:0003824;GO:0006084
isogroup7770	GO:0019135
isogroup7771	GO:0005488;GO:0006826;GO:0006879;GO:0008199;GO:0004322;GO:0006950;GO:0006979
isogroup7772	GO:0004672;GO:0005524;GO:0006468
isogroup7774	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004707;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup7777	GO:0005488;GO:0006810;GO:0016020;GO:0005310
isogroup7778	GO:0005509
isogroup7779	GO:0004246
isogroup778	GO:0007267
isogroup7780	GO:0004222;GO:0004249;GO:0008133;GO:0008319;GO:0030402
isogroup7781	GO:0006118;GO:0016491;GO:0015036;GO:0051341;GO:0006915;GO:1900119
isogroup7786	GO:0005215;GO:0006810;GO:0016021;GO:0016020;GO:0015101;GO:0015226
isogroup7788	GO:0016263;GO:0047238;GO:0050510
isogroup779	GO:0003779
isogroup7790	GO:0003777;GO:0005871
isogroup7795	GO:0016905
isogroup7796	GO:0006520;GO:0016491
isogroup7798	GO:0005509
isogroup7799	GO:0008152;GO:0016491;GO:0047105;GO:0004029
isogroup7802	GO:0004348;GO:0005764;GO:0006665;GO:0007040
isogroup7803	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup7807	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup7809	GO:0005001
